Statement,,,,Result
"Gains in Atlanta Public Schools scores on a national standardized test lend credence to ""dramatic"" score increases on state tests.",,,,FALSE
"Says that politicians who approved collective bargaining restrictions for public employees ""exploited a loophole exempting themselves from Senate Bill 5.""",,,,barely-true
Say water fluoridation started in Nazi Germany ghettos and death camps to pacify the Jews.,,,,pants-fire
Today^ you have six financial institutions^ the largest six^ that have assets that are the equivalent of 60 percent of the GDP of the United States of America.,,,,TRUE
We have a $2 trillion to $3 trillion infrastructure deficit. We’ve got work that needs to get done. We’ve got people that want to go to work.,,,,mostly-true
"Says Gov. Chris Christie ""cut spending (by) $1 billion"" and provided ""$850 million in new education funding.""",,,,half-true
"The typical white male worker in this country is making in real terms what he was making in 1973 and ""the average worker is making what they were making in 1996.""",,,,mostly-true
"Says Barack Obama is a ""hypocrite"" for criticizing President George W. Bush’s ""drone attack program^"" then using it aggressively as president.",,,,FALSE
Republicans enacted the most drastic cuts to K-12 public schools of any state in the nation.,,,,barely-true
An Environmental Protection Agency regulation that goes into effect Jan. 1^ 2012^ regulates dust.,,,,FALSE
"Says that to drive the length of the newly drawn 15th District ""you’d find yourself on the road as long as it would take to drive from Columbus to Niagara Falls.""",,,,mostly-true
A family of four can make up to $88^000 a year and still get a subsidy for health insurance under the new federal health care law.,,,,TRUE
On how he measures his promise to create 700^000 private-sector jobs in seven years.,,,,full-flip
"Says ""New Jersey's unemployment is significantly lower than it was when I got here. And we've created 50^000 new private sector jobs in the last 20 months after having lost 117^000 in the year before I got here.""",,,,half-true
Says that in 2001^ Rick Perry spoke favorably of binational health insurance between Mexico and Texas.,,,,half-true
"Says the federal government hosted a conference and ""ordered 250 muffins at 16 bucks a piece.""",,,,barely-true
On running for the presidency in 2012,,,,no-flip
"When he took office in 2009^ President Barack Obama ""had the biggest Democratic majorities in Congress since Lyndon Johnson.""",,,,FALSE
Last year^ Korea sold nearly half a million cars in our country. ... The United States^ you know how much we sell to them? Six thousand. What kind of deal is that?,,,,mostly-true
My home state since June of 2009 created 40 percent of the new jobs in America.,,,,mostly-true
Says David Dewhurst skipped nine candidate forums after announcing his U.S. Senate candidacy.,,,,mostly-true
"Chris Christie has not been ""effective at creating jobs … (or have) a record of governing for effectiveness. ...",,,,
"New Jersey (has) one of the higher unemployment rates in the country at 9.4 percent.""",,,,half-true
When it comes to being effective at creating jobs … (Chris Christie has not had) a record of governing for effectiveness. ... Last year^ New Jersey created no net new jobs.,,,,half-true
"Says ""Every year air pollution protections are delayed^ another 34^000 people will die prematurely.""",,,,mostly-true
"Says Tommy Thompson ""pushed such strict laws that abortion providers faced potential life imprisonment and women were forced to cross state lines in order to receive attention for life-threatening issues.""",,,,half-true
We’re. . . keeping and creating jobs in our state. From American Greetings^ to Wendy’s^ to Diebold^ we’ve gone to their doorsteps to keep jobs right here in Ohio.,,,,TRUE
If our recovery were more typical of the postwar era . . . we would have 14 million more jobs today.,,,,mostly-true
"Says Gov. Chris Christie has ""now come up with a new agenda"" for ethics reform in September 2011.",,,,barely-true
"Says his administration balanced ""two budgets with over $13 billion in deficits without raising taxes.""",,,,half-true
"Wisconsin's new state budget includes ""a 15 percent increase for road construction and yet we’ve got local towns tearing up"" paved roads and replacing them with gravel.",,,,FALSE
[Federal] law says that you can't give in-state tuition to an illegal alien … unless you first offer it to any other student regardless of their state of residence.,,,,barely-true
Says she helped lead the launch of curbside recycling.,,,,half-true
Says the private sector in Texas created 1 million jobs over the past decade.,,,,half-true
Florida is the first state requiring drug testing to receive welfare!,,,,FALSE
President Obama has declared disasters in 48 of 50 states this year.,,,,mostly-true
Members of the public are being charged $50 to hear Gov. Scott Walker and a dozen members of his administration talk about jobs and the economy at Lambeau Field.,,,,TRUE
We have had over 40 days this summer where it was unsafe to breathe the air.,,,,half-true
"Says U.S. Sen Sherrod Brown ""promised that the first stimulus bill would fund the",,,,
"Brent Spence Bridge.""",,,,barely-true
"Because of Jim Whelan^ ""the 1990s are the only decade since the 1920s when the population of Atlantic City actually went up.""",,,,half-true
"The Postal Service’s financial losses result from ""a 2006 law that drains $5 billion a year from post office revenue^ while the Postal Service is forced to overpay billions more into federal accounts.""",,,,half-true
It costs more money to put a person on death row than it does to lock them up for the rest of their lives because of attorney fees.,,,,half-true
"Says President Barack Obama failed ""to stand up for the bipartisan debt solutions of the Simpson-Bowles Commission.""",,,,barely-true
Says only four Texas legislators voted against a law giving in-state tuition rates to certain illegal immigrants.,,,,TRUE
Says Texas wildfires are linked to climate change.,,,,half-true
The federal government is spending $46^000 a year per family (or group of four) and could balance its budget by dropping that to $30^000.,,,,TRUE
Says that illegal immigrants get a $100^000 break on University of Texas tuition over four years.,,,,mostly-true
The Fed created $1.2 trillion out of nothing^ gave it to banks^ and some of them foreign banks^ so that they could stabilize their operations.,,,,TRUE
The Atlanta Beltline paid nearly $3.5 million for less than a quarter-acre.,,,,FALSE
If we had been on 'Obamacare' and a bureaucrat was trying to tell me when I could get that CAT scan^ that would have delayed my treatment.,,,,FALSE
A construction worker who’s making $50 or $60 grand a year shouldn’t be paying higher tax rates than the guy who’s making $50 million a year. And that’s how it’s working right now.,,,,half-true
At nearly 19 million people^ the population of Florida is larger than all the earlier primary and caucus states combined.,,,,TRUE
We have asked public employees to pay 10 percent of the costs of their guaranteed pension and 15 percent of the cost of their health care. ... The leadership of those public employees unions don't want to pay anything.,,,,barely-true
Stimulus money funded a government board that made recommendations that would cost 378^000 jobs and $28.3 billion in sales.,,,,FALSE
"Despite opposition from national Club for Growth^ Club for Growth Wisconsin ""has endorsed"" him for U.S. Senate.",,,,pants-fire
We have 10^000 baby boomers retiring every day.,,,,TRUE
"Says ""our taxes have doubled"" with Rick Perry in office.",,,,pants-fire
This is the worst jobs recovery since the Great Depression.,,,,FALSE
"Says ""as a share of the US economy^ the government’s support for research and development (R&D) has fallen by nearly two-thirds since the 1960s.""",,,,TRUE
"Says Wisconsin Gov. Scott Walker ""is denying Democrats the right to vote.""",,,,pants-fire
"Says Rick Perry is ""spending more money than the state takes in^ covering his deficits with record borrowing.""",,,,pants-fire
The water quality in the ocean is perfect. It’s been tested up and down every ocean shore in New Jersey.,,,,mostly-true
In the past six years alone^ changes to the pension formula … have saved over half a billion dollars.,,,,barely-true
"Says Rick Perry wrote a letter ""supporting Hillarycare.""",,,,barely-true
Says Texas’ unemployment rate has doubled on Rick Perry’s watch.,,,,half-true
Says that Romney touted the Massachusetts health plan for the nation in his hardcover book but then deleted it for the paperback edition.,,,,barely-true
"Says he ""got lobbied"" by a woman with late-stage cancer about vaccinating Texas girls against a virus that can cause cervical cancer.",,,,FALSE
"Says he never said he wanted to move Social Security ""back to the states.""",,,,barely-true
President Obama has the lowest public approval ratings of any president in modern times.,,,,pants-fire
Says the Panhandle has had its highest-ever bed tax collections in 2011.,,,,mostly-true
Says U.S. Rep. Tammy Baldwin is backing President Barack Obama’s plan to pass a $1.5 trillion tax increase.,,,,FALSE
Says credit rating agencies realize that our instability stems in large part from Oregon’s kicker system.,,,,barely-true
"Toledo Mayor ""Mike Bell (once) lost his job as a firefighter because his city ran out of money.""",,,,TRUE
The city of Atlanta has either the highest or second-highest average water bills in the country.,,,,TRUE
The federal government has not engaged in (border security) at all.,,,,pants-fire
We're bankrupt.,,,,FALSE
"Says Rick Perry ""provided in-state tuition... for illegal immigrants.""",,,,TRUE
"President Obama ""went around the world and apologized for America.""",,,,pants-fire
Says the United States has the highest incarceration rate in the world with 2.3 million inmates^ and the majority of Americans are imprisoned because they sold small amounts of drugs.,,,,half-true
"Wisconsin is broke^ and ""state government is $3 billion in debt.""",,,,pants-fire
"Says Mitt Romney wrote that if Social Security was done ""in the private sector^ it would be called criminal.""",,,,barely-true
"Says ""New Jersey’s $1 billion horse racing industry … employs 13^000 individuals and ensures the preservation of 176^000 acres of horse farmland.""",,,,half-true
"In 1976^ the first year that Pell Grants were fully funded^ a full Pell Grant paid 72 percent of the cost of attendance at a typical four-year public college. Today^ a full Pell Grant covers just 34 percent of those costs.,https://www.politifact.com/factchecks/2011/sep/22/sheldon-whitehouse/sen-whitehouse-says-full-pell-grants-cover-only-34/,mber 22^ 2011,Sheldon Whitehouse,true
In the month of July alone^ EU exports to South Korea increased by over 36 percent. A lot of that is our market share. Those are our farmers and our service providers who are suffering.""",,,,half-true
Since 1995^ the top 400 wealthiest families have seen their incomes go up 400 percent and their tax rates go down 40 percent.,,,,mostly-true
Says he did not support the October 2008 legislation to rescue Wall Street firms.,,,,half-true
[The state ethics commission] took absolutely the same percent of cuts as most other state agencies. … They were somewhere in the 7 percent range – same as the governor’s office.,,,,TRUE
"Says that  in the recent year homeowners across Ohio have signed mineral rights agreements ""and I understand that over a billion dollars worth of leases have been signed to date.""",,,,TRUE
More private-sector jobs were created in the second year of the Obama administration than in the eight years of the Bush administration.,,,,half-true
[Eighty-five percent] of the funds collected in each county will be redistributed elsewhere -- not spent in the county in which it is collected.,,,,FALSE
"Says ""We do about 300 investigations a year into housing discrimination and in recent years have put about $150^000 of damages into the pockets of individuals who have been treated unfairly.""",,,,FALSE
Poverty among Americans 65 and over is statistically unchanged in recent years because of Social Security.,,,,mostly-true
"Says that even if you have no children^ ""under Obamacare^ you would still have to carry insurance that covers pediatric^ maternity and newborn care even though you do not need it.""",,,,barely-true
"One Wisconsin school district ""is so worried about losing state funding that it has stopped giving milk to elementary school kids during snack time.""",,,,half-true
An amazing 5^400 jobs were lost in the first 12 months of the (smoking) ban’s implementation in Ohio’s hospitality industry alone.,,,,FALSE
"Says New Jersey is ""losing 50 football fields of open space to development every day and the more we develop upstream the more flooding we have downstream.""",,,,half-true
The Green Bay Packers are a socialist organization.,,,,barely-true
The average state pension^ including managers^ is $23^000 a year; and just $14^000 for local government workers.,,,,half-true
"Says an amendment specifying when military members may use deadly force ""does nothing to change existing rules of engagement for American service members.""",,,,TRUE
Says that three of these five Republicans -- Ben Westlund^ Rob Patridge^ Max Williams^ Lane Shetterly^ Lynn Lundquist -- later became Democrats.,,,,FALSE
Ten years ago the Austin Water Utility used a total of 240.3 million gallons. Every summer since then our peak day of water use has been lower.,,,,TRUE
Says the vaccine to prevent HPV can cause mental retardation.,,,,FALSE
Two-thirds of Granite Staters oppose the Tea Party and its agenda on labor unions.,,,,barely-true
"Says CNN's Wolf Blitzer was wrong to say that ""the wealthiest Americans^ they pay the most in taxes already -- 50 percent of Americans don't even pay any federal income tax.""",,,,FALSE
I asked the unions to pay into their own health care insurance ... and they said I was being unreasonable. I requested that they contribute toward their own pensions ... and they screamed it was unfair.,,,,barely-true
Under President Barack Obama’s jobs bill^ states would no longer have to lay off teachers^ firefighters and police officers.,,,,half-true
"Hurricane ""Irene was the second-largest storm to hit North America in terms of power outages -- and the first hurricane to make landfall in New Jersey since 1904.""",,,,mostly-true
"The jobs bill includes ""President Obama's tax on soup kitchens""",,,,barely-true
"Under President Barack Obama’s jobs bill^ ""you can sue if you are unemployed and don't get the job and think you weren't hired because you are unemployed.""",,,,TRUE
$360 million of our tax dollars went straight to ... the Taliban.,,,,mostly-true
The majority last quarter of Sherrod Brown's campaign contributions came from outside of the state of Ohio.,,,,FALSE
"Says ""160^000 kids stay home every day because they are afraid to go to school because of bullying.""",,,,barely-true
"In the New York 9th District^ ""there is a large number of people who went to the polls tonight who didn't support the president to begin with and don't support Democrats -- and it's nothing more than that.""",,,,barely-true
"The U.S. military ""is in 130 countries. We have 900 bases around the world.""",,,,mostly-true
"170^000 of the jobs created in Texas under Gov. Rick Perry ""were government jobs.""",,,,half-true
"Says ""Rick Perry doubled spending in a decade.""",,,,barely-true
"Mitt Romney ""drove to Canada with the family dog Seamus strapped to the roof of the car.""",,,,mostly-true
In terms of the wealthiest Americans^ we're at the lowest tax rate since the 1950s.,,,,mostly-true
"Says Rick Perry and the Republican-controlled Texas Legislature ""managed to slash the budget of the volunteer fire departments in our state by 75 percent in the last legislative session^"" reducing their abilities to fight recent wildfires.",,,,FALSE
The premiums on Medicare’s prescription drug program have fallen almost every year since it began.,,,,FALSE
Gov. Kasich and the Republican-dominated legislature have foregone the popular option of closing tax loopholes that amount to $7 billion annually in this state.,,,,mostly-true
The first round of stimulus ... it created zero jobs.,,,,pants-fire
We know that President Obama stole over $500 billion out of Medicare to switch it over to Obamacare.,,,,barely-true
Today^ when people retire in Galveston County^ Texas^ they retire making at least 50 percent more than they would ever get out of Social Security.,,,,half-true
"Says that in his book^ Rick Perry said that ""Social Security is unconstitutional.""",,,,mostly-true
"Social Security is a ""Ponzi scheme.""",,,,FALSE
In writing his book^ Gov. Perry pointed out that … by any measure Social Security has been a failure.,,,,TRUE
One international flight a day in a wide-bodied jet ... one flight daily generates $150 million a year and approximately 2^300 jobs.,,,,half-true
"Takes credit for ""reining in"" state spending when he was governor.",,,,FALSE
"Ben Bernanke has been the most ""inflationary"" chairman in the history of the Federal Reserve.",,,,barely-true
Since the beginning of the year we've created a net increase of 45^000 jobs.,,,,barely-true
Says 600^000 to 700^000 government workers have been laid off in the last year and a half,,,,mostly-true
"The Republican-controlled Wisconsin Assembly approved ""only one out of 376 amendments offered by Assembly Democrats"" in 2011.",,,,TRUE
When you look at what we have done over the last decade^ we created 1 million jobs in the state of Texas. At the same time^ (the rest of) America lost 2.5 million.,,,,half-true
Over the past 10 years^ the number of people living in Lower Manhattan has nearly doubled. In fact^ Lower Manhattan has added more people over the last 10 years than Atlanta^ Dallas and Philadelphia combined.,,,,TRUE
Mike Trainor...still owes $250^000 to the state.,,,,mostly-true
The Wisconsin Department of Corrections is considering implementing mandatory physical fitness testing for security staff.,,,,pants-fire
"Says ""Every time the Legislature 'suspended' the kicker^ most recently the corporate kicker in 2007^ Salem spent every penny and failed to stabilize the state's revenues.""",,,,barely-true
"Thomas Jefferson expressed ""strong support"" for a balanced budget amendment in 1798.",,,,half-true
The academic achievements of our student-athletes are mentioned in the same breath and spirit as Notre Dame and Stanford.,,,,barely-true
"Says Democratic U.S. Senate candidate Tammy Baldwin ranks ""as the most liberal member of the House.""",,,,mostly-true
Issue 2 makes it illegal for us to negotiate for enough firefighters to do the job.,,,,mostly-true
Two days of interest we pay to China is enough to buy one joint strike fighter [jet].,,,,TRUE
"The deal to raise the nation’s debt ceiling will ""directly link a debt ceiling increase to spending cuts for the first time ever.""",,,,FALSE
Michael Dukakis created jobs three times faster than Mitt Romney.,,,,half-true
"Since Rick Perry became governor^ ""Texas has gone from 46th in the country to 50th in the population that graduates from high school.""",,,,half-true
The day President Obama took office^ gasoline was $1.79 a gallon.,,,,TRUE
"Utah was ""the No. 1 job creator in this country during my years of service"" as governor^ with a 5.9 percent increase in jobs.",,,,half-true
"Sherrod Brown ""has stood side by side"" with President Barack Obama^ presiding ""over the most rapid increase in the debt over the last 2.5 years"" and hurtling toward "" the worst jobs record in the modern era.""",,,,half-true
Says the U.S. Department of Homeland Security must report to about 100 congressional committees and subcommittees.,,,,TRUE
This year^ the Blackstone Valley Mayoral Academy became the first public school in Rhode Island history to have 100 percent of its elementary-age students proficient in reading on state assessments.,,,,mostly-true
"The Massachusetts health care plan ""dealt with 8 percent of our population^"" far less than the ""100 percent of American people"" affected by President Barack Obama’s health care law.",,,,pants-fire
Republicans fought to protect tax loopholes for corporations that send our jobs overseas.,,,,half-true
Congressman Bill Young voted to cut taxes for millionaires and end your Medicare.,,,,barely-true
"Says U.S. Rep. Paul Ryan’s budget proposal ""eliminates Medicare"" in 10 years.",,,,FALSE
"Rick Perry ""was the (campaign) chairman for Al Gore at one time^ not too many years ago.""",,,,half-true
Governor (Perry)^ you were a Democrat^ having worked for Al Gore as his campaign manager...,,,,half-true
"Says the federal government is ""the largest energy user in the country.""",,,,TRUE
We [the city of Atlanta] are overbuilt on housing.,,,,half-true
Says Jon Huntsman supports changes in Medicare that would deny guaranteed benefits to 980^000 New Hampshire residents.,,,,half-true
"A bipartisan payroll tax cut championed by the White House has meant that ""the average family has an extra $1^000 in their pocket"" this year.",,,,mostly-true
(U.S. Reps.) Paul Ryan^ Sean Duffy and Reid Ribble are … shutting down town hall meetings^ or making their constituents pay to attend them.,,,,pants-fire
"Rail ""doesn’t do a great job in lessening traffic.""",,,,mostly-true
"Say Ohio Reps. Marcia Fudge^ Marcy Kaptur and Dennis Kucinich are ""socialists who are openly serving in the U.S. Congress.""",,,,pants-fire
I became a Republican sooner in my life than Ronald Reagan did in his.,,,,TRUE
Say Texas U.S. Reps. Eddie Bernice Johnson and Sheila Jackson Lee are among open Socialists in Congress.,,,,pants-fire
"The United States ""won every major battle"" of the Vietnam War. ""Every single one.""",,,,half-true
Point Pleasant Beach does not own its beaches; they are privately owned and operated by businesses such as Jenkinson’s,,,,mostly-true
"A new college tuition reciprocity agreement with Minnesota ""makes college education more affordable for Wisconsin residents.""",,,,pants-fire
Mayor Fung wants to punish our children's education by removing 12 million dollars from current funding to pay for his private charter school. Your taxes would increase by between 6 and 8 percent per year.,,,,pants-fire
"Says Barack Obama’s ""favorability rating in Israel once clocked in at 4 percent.""",,,,barely-true
"Says ""New Jersey's public school students have the best Advanced Placement scores in the nation.""",,,,TRUE
Says that 500^000 federal workers -- one-fourth of the federal workforce -- make more than $100^000 a year.,,,,mostly-true
Says Ron Paul insisted FEMA should be shut down.,,,,TRUE
"Takes credit for ""substantially reducing the size of the state workforce.""",,,,mostly-true
"Says that when President Obama visited El Paso^ he ""pronounced that the border with Mexico and the United States was safer than it ever was in history.""",,,,mostly-true
Says Florida U.S. Reps. Corrine Brown^ Alcee Hastings and Frederica Wilson are Socialists.,,,,pants-fire
On Milwaukee County government’s debt burden,,,,half-flip
"Says Oregon state employees received a ""catch-up"" pay raise in 1981 -- just two years after they agreed not to take a raise in exchange for a retirement benefit.",,,,FALSE
"U.S. Reps. Hank Johnson^ John Lewis and other members of the Congressional Progressive Caucus are ""socialists who are openly serving in the U.S. Congress.""",,,,pants-fire
H.B. 194^ the Voter Suppression Bill^ invalidates a vote where a voter properly marks the ballot in support of a particular candidate^ but also writes in the name of that same candidate.,,,,mostly-true
On disaster aid offsets,,,,full-flip
"President Barack Obama ""has virtually no one in his cabinet with private-sector experience.""",,,,pants-fire
Says President Barack Obama delivered $2 billion to Brazil to help with offshore drilling projects.,,,,pants-fire
The ratio of corporate profits to wages is now higher than at any time since just before the Great Depression.,,,,TRUE
In (Sen. Marco) Rubio's state of Florida alone^ Social Security lifts more than -- count it -- a million people out of poverty.,,,,half-true
"Says that in 2009 ExxonMobil ""paid no federal income taxes^ received a $156 million rebate.""",,,,FALSE
"Say New Jersey Reps. Donald Payne and Frank Pallone are ""socialists who are openly serving in the U.S. Congress.""",,,,pants-fire
"A national study of 2^500 charter schools shows that ""maybe 20 percent do better than the community public schools^ 40 percent or so do worse and the rest are not having any significant difference.""",,,,TRUE
The United States is the No. 1 country in the world for energy resources. … We are the king daddy dogs when it comes to energy.,,,,half-true
"Says potential GOP U.S. Senate candidate Tommy Thompson supported ""Obamacare""",,,,half-true
"Says there’s not ""much evidence to suggest that people have (contributed to global warming) or can do very much to change anything.""",,,,FALSE
"Congressional Budget Office ""says 8 (percent) unemployment till 2014!""",,,,TRUE
People for the Ethical Treatment of Animals estimates 200 animals will be spared annually as the result of former President Bill Clinton adopting a vegan diet.,,,,half-true
The health insurance plan that (members of Congress) have is no different than any other federal employee's in the United States government.,,,,TRUE
"In Afghanistan^ ""it is very^ very rare that someone who is killed in action is not killed by an"" improvised explosive device^ or IED.",,,,barely-true
We've had 11^000 attempts to amend the Constitution since 1789.,,,,TRUE
"Says the national debt and President Barack Obama's ""refusal to control spending led to our nation's credit rating being downgraded for the first time in history.""",,,,half-true
"Every 1 percent increase in the number of Ohioans with bachelor’s degrees ""means economic activity growing the next year and for each year thereafter (by) $2.5 billion dollars.""",,,,mostly-true
As governor^ [Mitt Romney] balanced the budget without raising taxes and created jobs.,,,,mostly-true
"Say Oregon Reps. Peter DeFazio and Earl Blumenauer are ""socialists who are openly serving in the U.S. Congress.""",,,,pants-fire
"Gov. Rick Scott ""is trying to get a waiver under the federal health care law that would deny consumers in Florida the right to the $60 million in rebates they have from their own HMOs.""",,,,half-true
We spend less on defense today as % of GDP than at any time since Pearl Harbor.,,,,pants-fire
Rooting for the Red Sox is like rooting for the drug companies.,,,,TRUE
"Outside of recall elections^ ""there's never been a public official removed from office"" in Wisconsin ""for anything but malfeasance in office.""",,,,mostly-true
On abortion.,,,,full-flip
Hair stylists are required to undergo more government scrutiny than foreclosure consultants.,,,,TRUE
"Providence's port is ""200 miles closer to Europe than any other Eastern port.""",,,,FALSE
"Says Texas schools have had ""massive increases"" in class sizes with Rick Perry as governor.",,,,FALSE
"China is or soon will be ""the largest English-speaking nation"" in the world.",,,,half-true
"There are 500 million Internet users ""and 80 million bloggers who are driving discussions in China. … So you’ve got a lot of people voicing frustration and discontent.""",,,,mostly-true
"Says allowing the payroll tax holiday to expire would end up ""costing another estimated 900^000 jobs in 2012.""",,,,mostly-true
Says Rick Perry flip-flopped on gay marriage by first saying it was a state’s rights issue and then saying he was in favor of a federal constitutional amendment banning gay marriage.,,,,barely-true
"Democrats failed to flip the Wisconsin state Senate because recall elections were in the ""deepest red districts in the state.""",,,,barely-true
"The results of Atlanta Public School’s 2010 and 2011 CRCT tests ""have not been questioned.""",,,,pants-fire
In Texas^ we teach both creationism and evolution in our public schools.,,,,FALSE
"The ""mega-rich"" pay about 15 percent in taxes^ while the middle class ""fall into the 15 percent and 25 percent income tax brackets^ and then are hit with heavy payroll taxes to boot.""",,,,TRUE
I started with a $3.7 billion budget deficit. Now we are projecting a $1.2 billion surplus.,,,,half-true
"Virginia has made ""no progress on jobs"" since Bob McDonnell took office.",,,,FALSE
"Under Gov. Scott Walker^ ""unemployment is increasing in Wisconsin at twice the rate it is nationally.""",,,,barely-true
"U.S. debt is ""now equal to 100 percent of the GDP.""",,,,mostly-true
Says a Senate resolution would restore $140 in monthly general assistance payments and prevent people from committing crime.,,,,pants-fire
Thirty-seven percent of Central Falls’ retired police officers and firefighters are out on disability pensions; in most municipalities^ about 5 percent of retirees collect disability pensions.,,,,FALSE
Our credit rating went up since I've been in office.,,,,FALSE
"Says Rick Perry ""wanted to secede from the union.""",,,,FALSE
"Says that he did ""not exactly"" say that communities have the right to ban mosques.",,,,FALSE
"Says he worked with the Democratic legislature to balance spending with revenues so that ""at the end of my four-year term^ the rainy day fund was established at more than $2 billion.""",,,,mostly-true
Says the government wants to require farm tractor drivers to hold commercial driver’s licenses even if they’re just crossing a single public road.,,,,FALSE
Josh Mandel used to be pro-choice^ now he’s anti-choice. He used to be sympathetic towards gay and lesbians and now he’s [not].,,,,half-true
The governor having a meeting ... isn't covered by the open meetings act.,,,,TRUE
"Twenty-five states have lower unemployment than Texas which is ""tied with Mississippi for more minimum-wage jobs than anywhere in the United States.""",,,,TRUE
One in four Texans lacks health insurance^ the highest proportion in the nation.,,,,TRUE
Credit agency says Rep. Gibbs recklessly caused downgrade^ higher interest rates.,,,,FALSE
"Tax increases could ""come into play"" as a result of the debt ceiling deal.",,,,mostly-true
"Says the state’s pension and health benefits reform includes ""the destruction of public sector collective bargaining rights.""",,,,half-true
"Says ""of the 2^000 Portland households in the year-long (composting) pilot^ 87 percent of participants reported being satisfied with the overall system.""",,,,half-true
The weight of the evidence (on global warming) is that most of it^ maybe all of it^ is because of natural causes ... it’s fair to say the science is in dispute.,,,,FALSE
Statistically^ law-enforcement officers die 10 years earlier than the general population.,,,,FALSE
Says a poll found him the only Republican candidate who could beat Barack Obama in Texas -- and by eight points.,,,,half-true
Certainly we're going to be the most restrictive state in the land … in terms of who can get medical marijuana^ how it will be prescribed and how it will be achieved in terms of moving it into the marketplace.,,,,TRUE
"When Standard & Poor's ""dropped our credit rating^ what they said is^ we don't have an ability to repay our debt. ... I was proved right in my position"" that the debt ceiling should not have been raised.",,,,FALSE
"Says that under President John F. Kennedy^ ""government took up"" 27 percent of the economy^ and today it ""consumes 37 percent.""",,,,mostly-true
President Obama and Democrats' spending addiction has driven our national debt to historic proportions^ maxed out our national credit card and has now led to the Democrat Downgrade of our country's AAA credit rating.,,,,barely-true
"Says Republican recall challenger Jonathan Steitz ""failed to pay his taxes.""",,,,half-true
"Says Democratic state Sen. Jim Holperin ""voted against a property tax freeze"" in 2009 and then voted for a ""$1.5 billion property tax hike.""",,,,barely-true
The country's bankrupt.,,,,FALSE
We created a flat tax in the state of Utah.,,,,mostly-true
Virginia has a responsibility to fund 55 percent of public education and is paying just 41 percent.,,,,FALSE
"The Republican National Convention ""is a Super Bowl times four.""",,,,FALSE
We're inches away from no longer having a free economy.,,,,pants-fire
Obamacare was patterned after (Mitt Romney's) plan in Massachusetts.,,,,TRUE
"Says he ""helped bring"" Uline company to Kenosha area^ ""creating 800 local jobs.""",,,,pants-fire
"Says GOP recall challenger Kim Simac ""was delinquent paying her property taxes eight of the last nine years.""",,,,TRUE
There are cities and counties in Georgia that don’t have websites^ and where elected officials don’t have email addresses.,,,,TRUE
On how money from a possible lease of the Ohio Turnpike would be used,,,,half-flip
High-speed rail would have cost Florida taxpayers $1 billion to build.,,,,FALSE
Two elections in a row (Waukesha County Clerk Kathy Nickolaus) has screwed up counting the vote,,,,pants-fire
One in every five families in the state of New Jersey has a loved one with a mental illness^ a serious mental illness^ and today^ we don’t care.,,,,TRUE
"Says that voter identification laws ""keep poor people from voting^ minorities from voting^ the elderly from voting^ students from voting.""",,,,half-true
George LeMieux voted against the majority of Republicans and joined with Democrats to create a 'Task Force For Responsible Fiscal Action' that looks strikingly similar to the 'Super Committee' now being set up in Washington to justify massive tax hikes.,,,,half-true
In the '80s^ Democrats promised spending cuts^ but delivered only tax hikes.,,,,FALSE
"The Northwest Corridor highway project in Cobb and Cherokee counties ""is expected to create over 9^700 jobs statewide.""",,,,FALSE
We’re only spending 2 percent of our GDP on our infrastructure^ while China and India are spending 10 percent of their GDP reinvesting back into their country.,,,,mostly-true
Says his Twitter account has 1.3 million followers.,,,,barely-true
I built the last nuclear plant — not only in the state^ but in the country.,,,,half-true
"The debt-ceiling bill ""doesn’t cut the debt. It will add about $7 trillion in new debt over the next 10 years.""",,,,barely-true
"The United States has ""the longest surviving constitution.""",,,,mostly-true
"Says Adam Hasner’s record includes ""requesting over $92.2 million in earmarks.""",,,,mostly-true
You might be surprised to know that 137 billion gallons flows (into Lake Erie) every day. You might be surprised to know that only 86.3 billion gallons flow out. ... Leaving us a net surplus of approximately 50 billion gallons a day.,,,,FALSE
"The deal to raise the federal debt limit created the ""largest debt ceiling increase in America’s history.""",,,,mostly-true
Almost 88^000 United States service members are still missing and unaccounted for^ dating back to World War II.,,,,mostly-true
On applying prosecutorial discretion to immigration cases.,,,,full-flip
Illegal immigration costs state taxpayers over $3 billion every year.,,,,FALSE
"Central Falls ""schools are overfunded by state money by as much as $8 million.""",,,,half-true
"Says Texas has ""the fourth-lowest debt per capita of any state in the nation^ and we are the lowest of any of the big states.""",,,,mostly-true
"Says state Sen. Alberta Darling is ""allowing mercury to harm our children"" because she voted against an electronics recycling bill.",,,,barely-true
"Says state Rep. Sandy Pasch ""did nothing to stop"" people from scamming the Wisconsin Shares child-care subsidy program and voted against funding for fraud investigators.",,,,barely-true
When Nancy Nusbaum was Brown County executive^ spending went up nearly 50 percent.,,,,mostly-true
Today we stand as the highest-performing urban school district in America.,,,,half-true
Says Obama has never submitted a budget^ and Congress has worked for two years without passing one.,,,,half-true
"Says state Rep. Sandy Pasch^ her recall opponent^ ""voted to allow public school employees to use taxpayer dollars to pick up the tab for…Viagra.""",,,,pants-fire
The government's twice the size it was 10 years ago. It's 30 percent bigger than it was when (Barack) Obama became president.,,,,half-true
As a percentage of our gross domestic product^ the defense budget remains just 3.6 percent. This figure is low by all historical standards.,,,,mostly-true
Rick Perry ended full-day Pre-K for 100^000 Texas children.,,,,barely-true
